Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr),,,,Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
01/24/2016 17:40:00,O H,61846,31.4,-2.43,-10.5,,,,,,,,,
01/24/2016 17:40:00,PJM,61847,64.16,0.72,-40.1,,,,,,,,,
01/24/2016 17:40:00,WEST,61752,31.06,-2.24,-9.96,,,,,,,,,
01/24/2016 17:45:00,CAPITL,61757,71.65,2.34,-41.13,,,,,,,,,
01/24/2016 17:45:00,CENTRL,61754,33.71,0.25,-5.27,,,,,,,,,
01/24/2016 17:45:00,DUNWOD,61760,63.05,2.82,-32.05,,,,,,,,,
01/24/2016 17:45:00,GENESE,61753,31.59,-1.13,-4.53,,,,,,,,,
01/24/2016 17:45:00,H Q,61844,27.54,-0.65,0,,,,,,,,,
01/24/2016 17:45:00,HUD VL,61758,62.99,2.93,-31.87,,,,,,,,,
01/24/2016 17:45:00,LONGIL,61762,71.58,4,-39.39,,,,,,,,,
01/24/2016 17:45:00,MHK VL,61756,35.76,1.55,-6.03,,,,,,,,,
01/24/2016 17:45:00,MILLWD,61759,63.32,2.96,-32.17,,,,,,,,,
01/24/2016 17:45:00,N.Y.C.,61761,63.12,2.88,-32.06,,,,,,,,,
01/24/2016 17:45:00,NORTH,61755,27.68,-0.51,0,,,,,,,,,
01/24/2016 17:45:00,NPX,61845,67.7,2.39,-37.12,,,,,,,,,
01/24/2016 17:45:00,O H,61846,31.06,-2.82,-5.69,,,,,,,,,
01/24/2016 17:45:00,PJM,61847,50.74,0.82,-21.74,,,,,,,,,
01/24/2016 17:45:00,WEST,61752,31.02,-2.56,-5.4,,,,,,,,,
01/24/2016 17:50:00,CAPITL,61757,103.66,1.4,-85.12,,,,,,,,,
01/24/2016 17:50:00,CENTRL,61754,28.17,0.12,-10.91,,,,,,,,,
01/24/2016 17:50:00,DUNWOD,61760,85.19,1.73,-66.33,,,,,,,,,
01/24/2016 17:50:00,GENESE,61753,25.82,-0.69,-9.37,,,,,,,,,
01/24/2016 17:50:00,H Q,61844,16.74,-0.39,0,,,,,,,,,
01/24/2016 17:50:00,HUD VL,61758,84.88,1.78,-65.97,,,,,,,,,
01/24/2016 17:50:00,LONGIL,61762,104.02,2.45,-84.44,,,,,,,,,
01/24/2016 17:50:00,MHK VL,61756,30.53,0.92,-12.47,,,,,,,,,
01/24/2016 17:50:00,MILLWD,61759,85.53,1.81,-66.59,,,,,,,,,
01/24/2016 17:50:00,N.Y.C.,61761,85.25,1.76,-66.35,,,,,,,,,
01/24/2016 17:50:00,NORTH,61755,16.82,-0.31,0,,,,,,,,,
01/24/2016 17:50:00,NPX,61845,103.45,1.46,-84.86,,,,,,,,,
01/24/2016 17:50:00,O H,61846,27.16,-1.75,-11.78,,,,,,,,,
01/24/2016 17:50:00,PJM,61847,62.58,0.46,-44.99,,,,,,,,,
01/24/2016 17:50:00,WEST,61752,26.73,-1.58,-11.18,,,,,,,,,
01/24/2016 17:55:00,CAPITL,61757,115.25,1.36,-97.66,,,,,,,,,
01/24/2016 17:55:00,CENTRL,61754,28.84,0.1,-12.52,,,,,,,,,
01/24/2016 17:55:00,DUNWOD,61760,93.96,1.64,-76.09,,,,,,,,,
01/24/2016 17:55:00,GENESE,61753,26.33,-0.65,-10.75,,,,,,,,,
01/24/2016 17:55:00,H Q,61844,15.85,-0.37,0,,,,,,,,,
01/24/2016 17:55:00,HUD VL,61758,93.61,1.7,-75.68,,,,,,,,,
01/24/2016 17:55:00,LONGIL,61762,104,2.3,-85.47,,,,,,,,,
01/24/2016 17:55:00,MHK VL,61756,31.39,0.86,-14.31,,,,,,,,,
01/24/2016 17:55:00,MILLWD,61759,94.34,1.72,-76.39,,,,,,,,,
01/24/2016 17:55:00,N.Y.C.,61761,94.01,1.66,-76.13,,,,,,,,,
01/24/2016 17:55:00,NORTH,61755,15.93,-0.29,0,,,,,,,,,
01/24/2016 17:55:00,NPX,61845,113.81,1.41,-96.17,,,,,,,,,
01/24/2016 17:55:00,O H,61846,28.06,-1.67,-13.51,,,,,,,,,
01/24/2016 17:55:00,PJM,61847,68.24,0.41,-51.61,,,,,,,,,
01/24/2016 17:55:00,WEST,61752,27.56,-1.49,-12.82,,,,,,,,,
01/24/2016 18:00:00,CAPITL,61757,92.36,1.71,-70.08,,,,,,,,,
01/24/2016 18:00:00,CENTRL,61754,29.66,0.1,-8.99,,,,,,,,,
01/24/2016 18:00:00,DUNWOD,61760,77.26,2.08,-54.6,,,,,,,,,
01/24/2016 18:00:00,GENESE,61753,27.47,-0.82,-7.72,,,,,,,,,
01/24/2016 18:00:00,H Q,61844,20.1,-0.47,0,,,,,,,,,
01/24/2016 18:00:00,HUD VL,61758,77.04,2.16,-54.31,,,,,,,,,
01/24/2016 18:00:00,LONGIL,61762,78.12,2.9,-54.64,,,,,,,,,
01/24/2016 18:00:00,MHK VL,61756,31.93,1.09,-10.27,,,,,,,,,
01/24/2016 18:00:00,MILLWD,61759,77.58,2.18,-54.82,,,,,,,,,
01/24/2016 18:00:00,N.Y.C.,61761,77.32,2.12,-54.63,,,,,,,,,
01/24/2016 18:00:00,NORTH,61755,20.23,-0.35,0,,,,,,,,,
01/24/2016 18:00:00,NPX,61845,93.63,1.77,-71.28,,,,,,,,,
01/24/2016 18:00:00,O H,61846,28.17,-2.1,-9.69,,,,,,,,,
01/24/2016 18:00:00,PJM,61847,58.15,0.53,-37.04,,,,,,,,,
01/24/2016 18:00:00,WEST,61752,27.93,-1.85,-9.2,,,,,,,,,
01/24/2016 18:05:00,CAPITL,61757,52.57,2.61,-18.49,,,,,,,,,
01/24/2016 18:05:00,CENTRL,61754,34.13,0.28,-2.37,,,,,,,,,
01/24/2016 18:05:00,DUNWOD,61760,49.15,3.27,-14.41,,,,,,,,,
01/24/2016 18:05:00,GENESE,61753,32.22,-1.29,-2.04,,,,,,,,,
01/24/2016 18:05:00,H Q,61844,30.72,-0.76,0,,,,,,,,,
01/24/2016 18:05:00,HUD VL,61758,49.17,3.37,-14.33,,,,,,,,,
01/24/2016 18:05:00,LONGIL,61762,56.03,4.41,-20.14,,,,,,,,,
01/24/2016 18:05:00,MHK VL,61756,35.91,1.73,-2.71,,,,,,,,,
01/24/2016 18:05:00,MILLWD,61759,49.37,3.43,-14.46,,,,,,,,,
01/24/2016 18:05:00,N.Y.C.,61761,49.25,3.37,-14.41,,,,,,,,,
01/24/2016 18:05:00,NORTH,61755,30.84,-0.63,0,,,,,,,,,
01/24/2016 18:05:00,NPX,61845,36.25,2.71,-2.07,,,,,,,,,
01/24/2016 18:05:00,O H,61846,30.85,-3.18,-2.56,,,,,,,,,
01/24/2016 18:05:00,PJM,61847,42.25,1.01,-9.77,,,,,,,,,
01/24/2016 18:05:00,WEST,61752,31.04,-2.86,-2.43,,,,,,,,,
01/24/2016 18:10:00,CAPITL,61757,36.85,2.76,0,,,,,,,,,
01/24/2016 18:10:00,CENTRL,61754,34.43,0.34,0,,,,,,,,,
01/24/2016 18:10:00,DUNWOD,61760,37.64,3.55,0,,,,,,,,,
01/24/2016 18:10:00,GENESE,61753,32.73,-1.36,0,,,,,,,,,
01/24/2016 18:10:00,H Q,61844,33.27,-0.82,0,,,,,,,,,
01/24/2016 18:10:00,HUD VL,61758,37.74,3.65,0,,,,,,,,,
01/24/2016 18:10:00,LONGIL,61762,50.46,4.84,-11.53,,,,,,,,,
01/24/2016 18:10:00,MHK VL,61756,35.97,1.87,0,,,,,,,,,
01/24/2016 18:10:00,MILLWD,61759,37.78,3.68,0,,,,,,,,,
01/24/2016 18:10:00,N.Y.C.,61761,37.78,3.68,0,,,,,,,,,
01/24/2016 18:10:00,NORTH,61755,33.48,-0.61,0,,,,,,,,,
01/24/2016 18:10:00,NPX,61845,22.31,2.83,14.61,,,,,,,,,
01/24/2016 18:10:00,O H,61846,30.72,-3.38,0,,,,,,,,,
01/24/2016 18:10:00,PJM,61847,35.18,1.09,0,,,,,,,,,
01/24/2016 18:10:00,WEST,61752,31.02,-3.07,0,,,,,,,,,
01/24/2016 18:15:00,CAPITL,61757,36.27,2.72,0,,,,,,,,,
01/24/2016 18:15:00,CENTRL,61754,33.86,0.3,0,,,,,,,,,
01/24/2016 18:15:00,DUNWOD,61760,37.08,3.52,0,,,,,,,,,
01/24/2016 18:15:00,GENESE,61753,32.21,-1.34,0,,,,,,,,,
01/24/2016 18:15:00,H Q,61844,32.75,-0.81,0,,,,,,,,,
01/24/2016 18:15:00,HUD VL,61758,37.15,3.59,0,,,,,,,,,
01/24/2016 18:15:00,LONGIL,61762,51.53,4.9,-13.07,,,,,,,,,
01/24/2016 18:15:00,MHK VL,61756,35.4,1.84,0,,,,,,,,,
01/24/2016 18:15:00,MILLWD,61759,37.22,3.66,0,,,,,,,,,
01/24/2016 18:15:00,N.Y.C.,61761,37.25,3.69,0,,,,,,,,,
01/24/2016 18:15:00,NORTH,61755,32.92,-0.64,0,,,,,,,,,
01/24/2016 18:15:00,NPX,61845,21.8,2.85,14.61,,,,,,,,,
01/24/2016 18:15:00,O H,61846,30.24,-3.32,0,,,,,,,,,
01/24/2016 18:15:00,PJM,61847,34.63,1.07,0,,,,,,,,,
01/24/2016 18:15:00,WEST,61752,30.6,-2.95,0,,,,,,,,,
01/24/2016 18:20:00,CAPITL,61757,94.4,1.55,-73.99,,,,,,,,,
01/24/2016 18:20:00,CENTRL,61754,28.5,0.13,-9.51,,,,,,,,,
01/24/2016 18:20:00,DUNWOD,61760,78.45,1.94,-57.65,,,,,,,,,
01/24/2016 18:20:00,GENESE,61753,26.25,-0.76,-8.15,,,,,,,,,
01/24/2016 18:20:00,H Q,61844,18.43,-0.43,0,,,,,,,,,
01/24/2016 18:20:00,HUD VL,61758,78.17,2,-57.31,,,,,,,,,
01/24/2016 18:20:00,LONGIL,61762,79.2,2.66,-57.68,,,,,,,,,
01/24/2016 18:20:00,MHK VL,61756,30.68,1,-10.82,,,,,,,,,
01/24/2016 18:20:00,MILLWD,61759,78.78,2.04,-57.88,,,,,,,,,
01/24/2016 18:20:00,N.Y.C.,61761,78.55,2.02,-57.67,,,,,,,,,
01/24/2016 18:20:00,NORTH,61755,18.52,-0.34,0,,,,,,,,,
01/24/2016 18:20:00,NPX,61845,87.25,1.62,-66.77,,,,,,,,,
01/24/2016 18:20:00,O H,61846,27.21,-1.89,-10.24,,,,,,,,,
01/24/2016 18:20:00,PJM,61847,58.51,0.55,-39.1,,,,,,,,,
01/24/2016 18:20:00,WEST,61752,26.92,-1.66,-9.72,,,,,,,,,
01/24/2016 18:25:00,CAPITL,61757,72.2,1.85,-47.8,,,,,,,,,
01/24/2016 18:25:00,CENTRL,61754,28.86,0.16,-6.14,,,,,,,,,
01/24/2016 18:25:00,DUNWOD,61760,62.14,2.35,-37.24,,,,,,,,,
01/24/2016 18:25:00,GENESE,61753,26.94,-0.88,-5.26,,,,,,,,,
01/24/2016 18:25:00,H Q,61844,22.01,-0.54,0,,,,,,,,,
01/24/2016 18:25:00,HUD VL,61758,61.99,2.41,-37.02,,,,,,,,,
01/24/2016 18:25:00,LONGIL,61762,65.23,3.16,-39.52,,,,,,,,,
01/24/2016 18:25:00,MHK VL,61756,30.77,1.22,-6.99,,,,,,,,,
01/24/2016 18:25:00,MILLWD,61759,62.41,2.46,-37.39,,,,,,,,,
01/24/2016 18:25:00,N.Y.C.,61761,62.27,2.46,-37.26,,,,,,,,,
01/24/2016 18:25:00,NORTH,61755,22.13,-0.43,0,,,,,,,,,
01/24/2016 18:25:00,NPX,61845,67.63,1.94,-43.14,,,,,,,,,
01/24/2016 18:25:00,O H,61846,26.96,-2.21,-6.61,,,,,,,,,
01/24/2016 18:25:00,PJM,61847,48.49,0.68,-25.26,,,,,,,,,
01/24/2016 18:25:00,WEST,61752,26.9,-1.94,-6.28,,,,,,,,,
01/24/2016 18:30:00,CAPITL,61757,83.68,1.67,-61.34,,,,,,,,,
01/24/2016 18:30:00,CENTRL,61754,28.68,0.12,-7.88,,,,,,,,,
01/24/2016 18:30:00,DUNWOD,61760,70.65,2.19,-47.79,,,,,,,,,
01/24/2016 18:30:00,GENESE,61753,26.58,-0.85,-6.75,,,,,,,,,
01/24/2016 18:30:00,H Q,61844,20.2,-0.47,0,,,,,,,,,
01/24/2016 18:30:00,HUD VL,61758,70.42,2.23,-47.51,,,,,,,,,
01/24/2016 18:30:00,LONGIL,61762,71.38,2.89,-47.82,,,,,,,,,
01/24/2016 18:30:00,MHK VL,61756,30.74,1.09,-8.97,,,,,,,,,
01/24/2016 18:30:00,MILLWD,61759,70.93,2.27,-47.98,,,,,,,,,
01/24/2016 18:30:00,N.Y.C.,61761,70.75,2.27,-47.81,,,,,,,,,
01/24/2016 18:30:00,NORTH,61755,20.28,-0.39,0,,,,,,,,,
01/24/2016 18:30:00,NPX,61845,77.8,1.78,-55.35,,,,,,,,,
01/24/2016 18:30:00,O H,61846,27.09,-2.07,-8.49,,,,,,,,,
01/24/2016 18:30:00,PJM,61847,53.7,0.62,-32.41,,,,,,,,,
01/24/2016 18:30:00,WEST,61752,26.91,-1.82,-8.06,,,,,,,,,
01/24/2016 18:35:00,CAPITL,61757,83.56,1.72,-60.83,,,,,,,,,
01/24/2016 18:35:00,CENTRL,61754,28.97,0.15,-7.82,,,,,,,,,
01/24/2016 18:35:00,DUNWOD,61760,70.62,2.23,-47.4,,,,,,,,,
01/24/2016 18:35:00,GENESE,61753,26.82,-0.88,-6.7,,,,,,,,,
01/24/2016 18:35:00,H Q,61844,20.5,-0.5,0,,,,,,,,,
01/24/2016 18:35:00,HUD VL,61758,70.39,2.27,-47.12,,,,,,,,,
01/24/2016 18:35:00,LONGIL,61762,71.39,2.96,-47.42,,,,,,,,,
01/24/2016 18:35:00,MHK VL,61756,31.03,1.13,-8.9,,,,,,,,,
01/24/2016 18:35:00,MILLWD,61759,70.92,2.33,-47.59,,,,,,,,,
01/24/2016 18:35:00,N.Y.C.,61761,70.75,2.33,-47.42,,,,,,,,,
01/24/2016 18:35:00,NORTH,61755,20.58,-0.42,0,,,,,,,,,
01/24/2016 18:35:00,NPX,61845,77.73,1.83,-54.9,,,,,,,,,
01/24/2016 18:35:00,O H,61846,27.3,-2.12,-8.42,,,,,,,,,
01/24/2016 18:35:00,PJM,61847,53.82,0.67,-32.15,,,,,,,,,
01/24/2016 18:35:00,WEST,61752,27.1,-1.89,-7.99,,,,,,,,,
01/24/2016 18:40:00,CAPITL,61757,57.48,2.06,-30.31,,,,,,,,,
01/24/2016 18:40:00,CENTRL,61754,29.2,0.2,-3.9,,,,,,,,,
01/24/2016 18:40:00,DUNWOD,61760,51.39,2.66,-23.62,,,,,,,,,
01/24/2016 18:40:00,GENESE,61753,27.42,-1.03,-3.34,,,,,,,,,
01/24/2016 18:40:00,H Q,61844,24.51,-0.6,0,,,,,,,,,
01/24/2016 18:40:00,HUD VL,61758,51.3,2.71,-23.48,,,,,,,,,
01/24/2016 18:40:00,LONGIL,61762,52.26,3.51,-23.64,,,,,,,,,
01/24/2016 18:40:00,MHK VL,61756,30.9,1.35,-4.44,,,,,,,,,
01/24/2016 18:40:00,MILLWD,61759,51.59,2.76,-23.71,,,,,,,,,
01/24/2016 18:40:00,N.Y.C.,61761,51.52,2.79,-23.63,,,,,,,,,
01/24/2016 18:40:00,NORTH,61755,24.58,-0.53,0,,,,,,,,,
01/24/2016 18:40:00,NPX,61845,54.63,2.16,-27.36,,,,,,,,,
01/24/2016 18:40:00,O H,61846,26.84,-2.46,-4.19,,,,,,,,,
01/24/2016 18:40:00,PJM,61847,41.96,0.83,-16.02,,,,,,,,,
01/24/2016 18:40:00,WEST,61752,26.91,-2.18,-3.98,,,,,,,,,
01/24/2016 18:45:00,CAPITL,61757,92.49,1.56,-71.7,,,,,,,,,
01/24/2016 18:45:00,CENTRL,61754,28.6,0.15,-9.22,,,,,,,,,
01/24/2016 18:45:00,DUNWOD,61760,77.16,2.06,-55.87,,,,,,,,,
01/24/2016 18:45:00,GENESE,61753,26.32,-0.81,-7.89,,,,,,,,,
01/24/2016 18:45:00,H Q,61844,18.77,-0.46,0,,,,,,,,,
01/24/2016 18:45:00,HUD VL,61758,76.87,2.1,-55.54,,,,,,,,,
01/24/2016 18:45:00,LONGIL,61762,82.65,2.81,-60.61,,,,,,,,,
01/24/2016 18:45:00,MHK VL,61756,30.76,1.04,-10.49,,,,,,,,,
01/24/2016 18:45:00,MILLWD,61759,77.46,2.13,-56.09,,,,,,,,,
01/24/2016 18:45:00,N.Y.C.,61761,77.26,2.13,-55.89,,,,,,,,,
01/24/2016 18:45:00,NORTH,61755,18.79,-0.44,0,,,,,,,,,
01/24/2016 18:45:00,NPX,61845,85.59,1.65,-64.71,,,,,,,,,
01/24/2016 18:45:00,O H,61846,27.23,-1.92,-9.92,,,,,,,,,
01/24/2016 18:45:00,PJM,61847,57.74,0.62,-37.89,,,,,,,,,
01/24/2016 18:45:00,WEST,61752,26.94,-1.71,-9.42,,,,,,,,,
01/24/2016 18:50:00,CAPITL,61757,62.12,1.79,-37.62,,,,,,,,,
01/24/2016 18:50:00,CENTRL,61754,27.71,0.16,-4.83,,,,,,,,,
01/24/2016 18:50:00,DUNWOD,61760,54.5,2.48,-29.31,,,,,,,,,
01/24/2016 18:50:00,GENESE,61753,25.95,-0.91,-4.14,,,,,,,,,
01/24/2016 18:50:00,H Q,61844,20.94,-0.55,1.23,,,,,,,,,
01/24/2016 18:50:00,HUD VL,61758,54.35,2.5,-29.14,,,,,,,,,
01/24/2016 18:50:00,LONGIL,61762,64.05,3.32,-38.02,,,,,,,,,
01/24/2016 18:50:00,MHK VL,61756,29.42,1.2,-5.5,,,,,,,,,
01/24/2016 18:50:00,MILLWD,61759,54.71,2.57,-29.43,,,,,,,,,
01/24/2016 18:50:00,N.Y.C.,61761,54.65,2.61,-29.32,,,,,,,,,
01/24/2016 18:50:00,NORTH,61755,22.22,-0.5,0,,,,,,,,,
01/24/2016 18:50:00,NPX,61845,48.37,1.91,-23.75,,,,,,,,,
01/24/2016 18:50:00,O H,61846,25.69,-2.23,-5.2,,,,,,,,,
01/24/2016 18:50:00,PJM,61847,42.13,0.77,-18.65,,,,,,,,,
01/24/2016 18:50:00,WEST,61752,25.7,-1.95,-4.94,,,,,,,,,
01/24/2016 18:55:00,CAPITL,61757,31.7,2.32,0,,,,,,,,,
01/24/2016 18:55:00,CENTRL,61754,29.61,0.23,0,,,,,,,,,
01/24/2016 18:55:00,DUNWOD,61760,32.67,3.29,0,,,,,,,,,
01/24/2016 18:55:00,GENESE,61753,28.17,-1.21,0,,,,,,,,,
01/24/2016 18:55:00,H Q,61844,27.41,-0.73,1.23,,,,,,,,,
01/24/2016 18:55:00,HUD VL,61758,32.7,3.32,0,,,,,,,,,
01/24/2016 18:55:00,LONGIL,61762,47.14,4.49,-13.27,,,,,,,,,
01/24/2016 18:55:00,MHK VL,61756,30.96,1.59,0,,,,,,,,,
01/24/2016 18:55:00,MILLWD,61759,32.78,3.41,0,,,,,,,,,
01/24/2016 18:55:00,N.Y.C.,61761,32.87,3.49,0,,,,,,,,,
01/24/2016 18:55:00,NORTH,61755,28.67,-0.71,0,,,,,,,,,
01/24/2016 18:55:00,NPX,61845,21.65,2.47,10.19,,,,,,,,,
01/24/2016 18:55:00,O H,61846,26.53,-2.85,0,,,,,,,,,
01/24/2016 18:55:00,PJM,61847,29.2,1.06,1.23,,,,,,,,,
01/24/2016 18:55:00,WEST,61752,26.85,-2.53,0,,,,,,,,,
01/24/2016 19:00:00,CAPITL,61757,48.22,3.53,0,,,,,,,,,
01/24/2016 19:00:00,CENTRL,61754,45.09,0.4,0,,,,,,,,,
01/24/2016 19:00:00,DUNWOD,61760,49.61,4.92,0,,,,,,,,,
01/24/2016 19:00:00,GENESE,61753,42.77,-1.92,0,,,,,,,,,
01/24/2016 19:00:00,H Q,61844,42.34,-1.12,1.23,,,,,,,,,
01/24/2016 19:00:00,HUD VL,61758,49.69,5,0,,,,,,,,,
01/24/2016 19:00:00,LONGIL,61762,61.47,6.79,-9.99,,,,,,,,,
01/24/2016 19:00:00,MHK VL,61756,47.15,2.46,0,,,,,,,,,
01/24/2016 19:00:00,MILLWD,61759,49.78,5.09,0,,,,,,,,,
01/24/2016 19:00:00,N.Y.C.,61761,49.92,5.23,0,,,,,,,,,
01/24/2016 19:00:00,NORTH,61755,43.62,-1.07,0,,,,,,,,,
01/24/2016 19:00:00,NPX,61845,38.25,3.75,10.19,,,,,,,,,
01/24/2016 19:00:00,O H,61846,40.22,-4.47,0,,,,,,,,,
01/24/2016 19:00:00,PJM,61847,45.06,1.61,1.23,,,,,,,,,
01/24/2016 19:00:00,WEST,61752,40.67,-4.02,0,,,,,,,,,
01/24/2016 19:05:00,CAPITL,61757,49.74,3.69,0,,,,,,,,,
01/24/2016 19:05:00,CENTRL,61754,46.56,0.51,0,,,,,,,,,
01/24/2016 19:05:00,DUNWOD,61760,51.07,5.02,0,,,,,,,,,
01/24/2016 19:05:00,GENESE,61753,44.07,-1.98,0,,,,,,,,,
01/24/2016 19:05:00,H Q,61844,44.9,-1.15,0,,,,,,,,,
01/24/2016 19:05:00,HUD VL,61758,51.16,5.11,0,,,,,,,,,
01/24/2016 19:05:00,LONGIL,61762,62.74,6.95,-9.74,,,,,,,,,
01/24/2016 19:05:00,MHK VL,61756,48.63,2.58,0,,,,,,,,,
01/24/2016 19:05:00,MILLWD,61759,51.25,5.2,0,,,,,,,,,
01/24/2016 19:05:00,N.Y.C.,61761,51.35,5.29,0,,,,,,,,,
01/24/2016 19:05:00,NORTH,61755,44.99,-1.06,0,,,,,,,,,
01/24/2016 19:05:00,NPX,61845,49.92,3.87,0,,,,,,,,,
01/24/2016 19:05:00,O H,61846,41.49,-4.56,0,,,,,,,,,
01/24/2016 19:05:00,PJM,61847,47.76,1.7,0,,,,,,,,,
01/24/2016 19:05:00,WEST,61752,41.86,-4.19,0,,,,,,,,,
01/24/2016 19:10:00,CAPITL,61757,48.41,3.67,-0.06,,,,,,,,,
01/24/2016 19:10:00,CENTRL,61754,44.97,0.27,-0.01,,,,,,,,,
01/24/2016 19:10:00,DUNWOD,61760,49.65,4.92,-0.04,,,,,,,,,
01/24/2016 19:10:00,GENESE,61753,42.64,-2.05,-0.01,,,,,,,,,
01/24/2016 19:10:00,H Q,61844,43.57,-1.12,0,,,,,,,,,
01/24/2016 19:10:00,HUD VL,61758,49.74,5,-0.04,,,,,,,,,
01/24/2016 19:10:00,LONGIL,61762,62.23,6.75,-10.79,,,,,,,,,
01/24/2016 19:10:00,MHK VL,61756,47.11,2.41,-0.01,,,,,,,,,
01/24/2016 19:10:00,MILLWD,61759,49.83,5.09,-0.04,,,,,,,,,
01/24/2016 19:10:00,N.Y.C.,61761,49.92,5.18,-0.04,,,,,,,,,
01/24/2016 19:10:00,NORTH,61755,43.66,-1.03,0,,,,,,,,,
01/24/2016 19:10:00,NPX,61845,48.67,3.93,-0.05,,,,,,,,,
01/24/2016 19:10:00,O H,61846,39.96,-4.74,-0.01,,,,,,,,,
01/24/2016 19:10:00,PJM,61847,46.19,1.47,-0.03,,,,,,,,,
01/24/2016 19:10:00,WEST,61752,40.36,-4.33,-0.01,,,,,,,,,
01/24/2016 19:15:00,CAPITL,61757,64.21,3.63,-15.81,,,,,,,,,
01/24/2016 19:15:00,CENTRL,61754,46.99,0.18,-2.04,,,,,,,,,
01/24/2016 19:15:00,DUNWOD,61760,61.98,4.88,-12.32,,,,,,,,,
01/24/2016 19:15:00,GENESE,61753,44.37,-2.15,-1.74,,,,,,,,,
01/24/2016 19:15:00,H Q,61844,43.75,-1.03,0,,,,,,,,,
01/24/2016 19:15:00,HUD VL,61758,61.95,4.93,-12.24,,,,,,,,,
01/24/2016 19:15:00,LONGIL,61762,79.79,6.67,-28.34,,,,,,,,,
01/24/2016 19:15:00,MHK VL,61756,49.47,2.37,-2.32,,,,,,,,,
01/24/2016 19:15:00,MILLWD,61759,62.21,5.06,-12.37,,,,,,,,,
01/24/2016 19:15:00,N.Y.C.,61761,62.25,5.15,-12.32,,,,,,,,,
01/24/2016 19:15:00,NORTH,61755,43.93,-0.85,0,,,,,,,,,
01/24/2016 19:15:00,NPX,61845,62.9,3.85,-14.27,,,,,,,,,
01/24/2016 19:15:00,O H,61846,42.09,-4.88,-2.19,,,,,,,,,
01/24/2016 19:15:00,PJM,61847,54.52,1.39,-8.35,,,,,,,,,
01/24/2016 19:15:00,WEST,61752,42.42,-4.43,-2.08,,,,,,,,,
01/24/2016 19:20:00,CAPITL,61757,91.91,2.05,-64.92,,,,,,,,,
01/24/2016 19:20:00,CENTRL,61754,33.4,0.1,-8.36,,,,,,,,,
01/24/2016 19:20:00,DUNWOD,61760,78.22,2.69,-50.59,,,,,,,,,
01/24/2016 19:20:00,GENESE,61753,30.92,-1.17,-7.15,,,,,,,,,
01/24/2016 19:20:00,H Q,61844,24.37,-0.57,0,,,,,,,,,
01/24/2016 19:20:00,HUD VL,61758,77.94,2.72,-50.28,,,,,,,,,
01/24/2016 19:20:00,LONGIL,61762,83.18,3.57,-54.67,,,,,,,,,
01/24/2016 19:20:00,MHK VL,61756,35.79,1.32,-9.52,,,,,,,,,
01/24/2016 19:20:00,MILLWD,61759,78.52,2.79,-50.79,,,,,,,,,
01/24/2016 19:20:00,N.Y.C.,61761,78.37,2.82,-50.61,,,,,,,,,
01/24/2016 19:20:00,NORTH,61755,24.49,-0.45,0,,,,,,,,,
01/24/2016 19:20:00,NPX,61845,85.7,2.17,-58.59,,,,,,,,,
01/24/2016 19:20:00,O H,61846,31.26,-2.67,-8.98,,,,,,,,,
01/24/2016 19:20:00,PJM,61847,60.03,0.77,-34.31,,,,,,,,,
01/24/2016 19:20:00,WEST,61752,31.06,-2.42,-8.53,,,,,,,,,
01/24/2016 19:25:00,CAPITL,61757,81.7,2.19,-52.86,,,,,,,,,
01/24/2016 19:25:00,CENTRL,61754,33.6,0.13,-6.81,,,,,,,,,
01/24/2016 19:25:00,DUNWOD,61760,70.72,2.88,-41.19,,,,,,,,,
01/24/2016 19:25:00,GENESE,61753,31.23,-1.25,-5.82,,,,,,,,,
01/24/2016 19:25:00,H Q,61844,26.02,-0.64,0,,,,,,,,,
01/24/2016 19:25:00,HUD VL,61758,70.52,2.93,-40.93,,,,,,,,,
01/24/2016 19:25:00,LONGIL,61762,77.07,3.81,-46.6,,,,,,,,,
01/24/2016 19:25:00,MHK VL,61756,35.82,1.41,-7.75,,,,,,,,,
01/24/2016 19:25:00,MILLWD,61759,70.99,2.98,-41.35,,,,,,,,,
01/24/2016 19:25:00,N.Y.C.,61761,70.9,3.04,-41.2,,,,,,,,,
01/24/2016 19:25:00,NORTH,61755,26.15,-0.51,0,,,,,,,,,
01/24/2016 19:25:00,NPX,61845,76.68,2.32,-47.7,,,,,,,,,
01/24/2016 19:25:00,O H,61846,31.17,-2.8,-7.31,,,,,,,,,
01/24/2016 19:25:00,PJM,61847,55.44,0.85,-27.93,,,,,,,,,
01/24/2016 19:25:00,WEST,61752,31.07,-2.53,-6.95,,,,,,,,,
01/24/2016 19:30:00,CAPITL,61757,71.45,1.99,-45.25,,,,,,,,,
01/24/2016 19:30:00,CENTRL,61754,30.19,0.15,-5.83,,,,,,,,,
01/24/2016 19:30:00,DUNWOD,61760,62.09,2.62,-35.26,,,,,,,,,
01/24/2016 19:30:00,GENESE,61753,28.13,-1.06,-4.98,,,,,,,,,
01/24/2016 19:30:00,H Q,61844,23.63,-0.58,0,,,,,,,,,
01/24/2016 19:30:00,HUD VL,61758,61.92,2.66,-35.05,,,,,,,,,
